CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,sinal_id,pilar,nome,severidade,peso,valor_observado,limiar,limiar_sentido,materialidade_regra,materialidade_rs,meses_consecutivos,persistencia_min_meses,persistencia_atendida,meses_com_disparo,ultimo_mes_disparo,tipo_evidencia
61785674000133,NFX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,7,1,True,7,2026-06-30,observado
61799604000134,GCB FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA,785615459.71,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,769855278.46,10,3,True,10,2026-06-30,derivado
61799604000134,GCB FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS RESPONSABILIDADE LIMITADA,785615459.71,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,769855278.46,10,3,True,10,2026-06-30,observado
61802352000155,XP CRÉDITO ESTRUTURADO 90 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,109816506.77,XP INVESTIMENTOS CCTVM S.A.,GV-01,4. Governança e conflitos,Cotista de interesse em fundo não exclusivo com base pulverizada,alta,6,1.0,1.0,>=,PL >= R$ 50 mi,109816506.77,5,3,True,5,2026-06-30,observado
61832072000190,FICTOR INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,68713211.46,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,68713211.46,9,1,True,9,2026-06-30,observado
61868687000176,TNB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,110611592.22,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,GV-05,4. Governança e conflitos,Auditor independente ou custodiante ausente no registro,média,3,1.0,1.0,>=,PL >= R$ 50 mi,110611592.22,6,3,True,6,2026-06-30,observado
61885788000155,ITAÚ CRÉDITO ESTRUTURADO ADVISORY ALPES III FIDC RESPONSABILIDADE LIMITADA,201609967.33,INTRAG DTVM LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),201609967.33,1,3,False,3,2026-06-30,observado
61891705000130,ÂNIMA COOASGO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LIMITADA,106652825.06,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-01,5. Integridade dos dados e reportes,Percentuais de cedentes inconsistentes,média,3,1.0,1.0,>=,DC >= R$ 50 mi,111742391.87,10,1,True,10,2026-06-30,observado
61909085000110,RED WOOD FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE  LIMITADA,56997679.08,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.007765025473750902,0.0330676045540233,<=,PL >= R$ 50 mi,56555090.64987673,9,3,True,9,2026-06-30,derivado
61921850000117,IPO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,73745410.4,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,73745410.4,6,1,True,6,2026-06-30,observado
61922025000137,IPO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,89165913.12,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-04,6. Risco judicial e regulatório,Classe ou fundo em liquidação com patrimônio relevante,alta,6,1.0,1.0,>=,PL >= R$ 10 mi,89165913.12,6,1,True,6,2026-06-30,observado
61995584000177,CAPITAL SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,271976551.22,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,268210016.24,2,3,False,2,2026-06-30,derivado
61996793000135,SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,244943145.1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),244943145.1,12,3,True,12,2026-06-30,observado
61996793000135,SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,244943145.1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,244977292.14,12,3,True,12,2026-06-30,derivado
61996793000135,SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,244943145.1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,244977292.14,12,3,True,12,2026-06-30,observado
61996793000135,SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,244943145.1,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,244977292.14,12,3,True,12,2026-06-30,observado
62010175000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES IV,553851632.17,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,99.36,98.836,>=,DC >= R$ 50 mi,546774223.301856,1,3,False,4,2026-06-30,observado
62010175000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES IV,553851632.17,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9872.409599999999,9774.09064,>=,DC >= R$ 50 mi,550296118.46,1,3,False,4,2026-06-30,derivado
62010175000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES IV,553851632.17,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,550296118.46,10,3,True,10,2026-06-30,derivado
62015452000102,JC CARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,313774844.88,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,143576993.66,3,3,True,3,2026-06-30,observado
62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,795397994.61,INTRAG DTVM LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),795397994.61,8,3,True,8,2026-06-30,observado
62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,795397994.61,INTRAG DTVM LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,792317847.59,8,3,True,8,2026-06-30,derivado
62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,795397994.61,INTRAG DTVM LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,792317847.59,8,3,True,8,2026-06-30,observado
62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,795397994.61,INTRAG DTVM LTDA.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,792317847.59,8,3,True,8,2026-06-30,observado
62107469000181,ARTESANAL CRÉDITO ESTRUTURADO III FIDC DE RESPONSABILIDADE LIMITADA,297828055.26,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),297828055.26,10,3,True,10,2026-06-30,observado
62124934000192,SERENNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-1874706.02,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,1874706.02,1,1,True,1,2026-06-30,observado
62160076000131,TKO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,182963544.47,BANCO DAYCOVAL S.A.,CN-01,3. Concentração,Cedente único dominante,média,3,99.66,98.836,>=,DC >= R$ 50 mi,181653715.68564,2,3,False,9,2026-06-30,observado
62160076000131,TKO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,182963544.47,BANCO DAYCOVAL S.A.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9932.1156,9774.09064,>=,DC >= R$ 50 mi,182273445.4,2,3,False,9,2026-06-30,derivado
62184290000128,AUER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-214572.1,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,214572.1,9,1,True,9,2026-06-30,observado
62184290000128,AUER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-214572.1,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,GV-04,4. Governança e conflitos,Vínculo nominal com grupo alcançado por medida do BCB/CVM,alta,6,1.0,1.0,>=,sem porte mínimo,-214572.1,11,1,True,11,2026-06-30,observado
62190416000177,BIAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,271101548.08,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),271101548.08,10,3,True,10,2026-06-30,observado
62191905000143,PARANÁ II FIDC DO SEGMENTO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,325540613.13,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),325540613.13,11,3,True,11,2026-06-30,observado
62191905000143,PARANÁ II FIDC DO SEGMENTO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,325540613.13,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,245788715.82,5,3,True,5,2026-06-30,derivado
62195865000108,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS FF90,59124137.99,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ES-05,2. Estrutura e subordinação,Rentabilidade negativa na cota sênior,alta,6,-4.25,-3.561999999999999,<=,PL >= R$ 50 mi,59124137.98672011,1,2,False,2,2026-06-30,observado
62222488000159,GONN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,169285530.81,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),169285530.81,3,3,True,5,2026-06-30,observado
62271049000136,CÉLERE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,-253260.91,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,253260.91,3,1,True,8,2026-06-30,observado
62274607000117,MT CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,697089883.97,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,574221035.93,10,3,True,10,2026-06-30,derivado
62274607000117,MT CP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,697089883.97,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,469581672.88,10,3,True,10,2026-06-30,observado
62303024000177,PRISMA AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,319461732.47,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),319461732.47,9,3,True,9,2026-06-30,observado
62303024000177,PRISMA AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,319461732.47,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9997559425628801,0.9968472480623022,>=,PL >= R$ 50 mi,319396498.35,11,3,True,11,2026-06-30,observado
62310468000130,MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1535189477.94,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,1485971270.56,9,3,True,9,2026-06-30,derivado
62310468000130,MT INSS RECEIVABLES VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1535189477.94,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,1479300642.3,9,3,True,9,2026-06-30,observado
62323195000168,FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,223298358.63,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),223298358.63,3,3,True,3,2026-06-30,observado
62323195000168,FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,223298358.63,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,210258907.82,1,3,False,1,2026-06-30,derivado
62339527000100,FIDC UP.P CONSIGNADO PRIVADO - RESP LIMITADA,327690730.93,BANCO DAYCOVAL S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,294287588.38,6,3,True,6,2026-06-30,derivado
62347912000191,ZENON HIGH YIELD DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NÃO - PADRONIZADOS - RL,17847744.41,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-04,5. Integridade dos dados e reportes,Soma das séries de cotas incompatível com o patrimônio líquido,média,3,3.5108976798805465,0.10533478935286547,>=,PL >= R$ 10 mi,62661604.44016999,5,2,True,5,2026-06-30,derivado
62359143000141,XP VINTAGE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA OUTROS RL,145041562.65,XP INVESTIMENTOS CCTVM S.A.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9984868264946064,0.9968472480623022,>=,PL >= R$ 50 mi,144948163.12,1,3,False,1,2026-06-30,observado
62387472000104,DIGGER FIDC - SEGMENTO DE RECEBÍVEIS COMERCIAIS - RESPONSABILIDADE LIMITADA,304341088.96,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),304341088.96,8,3,True,8,2026-06-30,observado
62387472000104,DIGGER FIDC - SEGMENTO DE RECEBÍVEIS COMERCIAIS - RESPONSABILIDADE LIMITADA,304341088.96,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,249498514.47,5,3,True,5,2026-06-30,derivado
62390922000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLT NOW RESPONSABILIDADE LIMITADA,474420536.29,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,452561288.82,6,3,True,6,2026-06-30,derivado
62390922000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLT NOW RESPONSABILIDADE LIMITADA,474420536.29,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,421565079.71,6,3,True,6,2026-06-30,observado
62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,10010957003.11,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,9443495620.98,10,3,True,10,2026-06-30,derivado
62393679000183,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,10010957003.11,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,QA-04,1. Qualidade do ativo,Inadimplência exatamente zero em carteira grande e concentrada,alta,6,1.0,1.0,>=,DC >= R$ 428 mi (p90 do mercado) e cedente máximo >= 50%,9443495620.98,9,3,True,9,2026-06-30,derivado
62393829000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,3091715187.97,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,2701059105.03,8,3,True,8,2026-06-30,derivado
62543802000103,PINE LIFT I CARTÃO INSS FIDC - RESP LIMITADA,160667845.39,BANCO DAYCOVAL S.A.,CN-01,3. Concentração,Cedente único dominante,média,3,99.98,98.836,>=,DC >= R$ 50 mi,160242857.0176,7,3,True,7,2026-06-30,observado
62543802000103,PINE LIFT I CARTÃO INSS FIDC - RESP LIMITADA,160667845.39,BANCO DAYCOVAL S.A.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9996.0004,9774.09064,>=,DC >= R$ 50 mi,160274912.0,7,3,True,7,2026-06-30,derivado
62546276000127,ASHER CONSIGNADO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,76893715.23,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-01,3. Concentração,Cedente único dominante,média,3,99.45,98.836,>=,DC >= R$ 50 mi,75072671.7975,1,3,False,3,2026-06-30,observado
62546276000127,ASHER CONSIGNADO FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,76893715.23,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9890.3025,9774.09064,>=,DC >= R$ 50 mi,75487855.0,1,3,False,3,2026-06-30,derivado
62576847000176,ALMAM FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE  LIMITADA,27902128.94,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,PO-05,"8. PLD/FTP, lastro e movimentação",Cedente pessoa física com participação relevante,média,3,46.0,20.0,>=,DC >= R$ 10 mi,12618922.2206,7,3,True,7,2026-06-30,observado
62588266000154,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,3085111034.31,OLIVEIRA TRUST DTVM S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,2767720483.36,10,3,True,10,2026-06-30,derivado
62588266000154,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,3085111034.31,OLIVEIRA TRUST DTVM S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,2738344752.38,10,3,True,10,2026-06-30,observado
62588266000154,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,3085111034.31,OLIVEIRA TRUST DTVM S.A.,DI-04,5. Integridade dos dados e reportes,Soma das séries de cotas incompatível com o patrimônio líquido,média,3,0.18798398005569583,0.10533478935286547,>=,PL >= R$ 10 mi,579951451.1433382,4,2,True,4,2026-06-30,derivado
62626409000175,SUMUP SMART I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,459711342.54,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,98.84,98.836,>=,DC >= R$ 50 mi,449125868.106888,1,3,False,3,2026-06-30,observado
62626409000175,SUMUP SMART I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,459711342.54,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,454396871.82,9,3,True,9,2026-06-30,derivado
62626409000175,SUMUP SMART I FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,459711342.54,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,QA-04,1. Qualidade do ativo,Inadimplência exatamente zero em carteira grande e concentrada,alta,6,1.0,1.0,>=,DC >= R$ 428 mi (p90 do mercado) e cedente máximo >= 50%,454396871.82,6,3,True,6,2026-06-30,derivado
62626887000185,SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,356847386.67,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),356847386.67,9,3,True,9,2026-06-30,observado
62626887000185,SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,356847386.67,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,347991200.65,7,3,True,7,2026-06-30,derivado
62627051000103,SUMUP SMART II FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,408290802.91,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,98.84,98.836,>=,DC >= R$ 50 mi,398575510.352852,1,3,False,2,2026-06-30,observado
62627051000103,SUMUP SMART II FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,408290802.91,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,403253248.03,8,3,True,8,2026-06-30,derivado
62627122000160,SUMUP SMART III FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,204070143.04,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-01,3. Concentração,Cedente único dominante,média,3,98.99,98.836,>=,DC >= R$ 50 mi,199966635.219904,1,3,False,1,2026-06-30,observado
62627122000160,SUMUP SMART III FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,204070143.04,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-02,3. Concentração,Índice HHI de cedentes no topo,média,3,9799.0201,9774.09064,>=,DC >= R$ 50 mi,202006904.96,1,3,False,1,2026-06-30,derivado
62627122000160,SUMUP SMART III FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,204070143.04,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,202006904.96,1,3,False,1,2026-06-30,derivado
62627243000101,LEVER I FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,82860747.91,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-01,3. Concentração,Cedente único dominante,média,3,98.87,98.836,>=,DC >= R$ 50 mi,80996157.921257,1,3,False,1,2026-06-30,observado
