CNPJ,DENOM_SOCIAL,VL_PL,ADMIN,sinal_id,pilar,nome,severidade,peso,valor_observado,limiar,limiar_sentido,materialidade_regra,materialidade_rs,meses_consecutivos,persistencia_min_meses,persistencia_atendida,meses_com_disparo,ultimo_mes_disparo,tipo_evidencia
10237131000140,IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,136816105.36,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,148280756.27,13,3,True,13,2026-06-30,observado
10269029000127,AJAXJUD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS DE RESPONSABILIDADE LIMITADA,189279045.29,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.6157046470775633,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,109596148.27000001,13,2,True,13,2026-06-30,derivado
10434089000158,BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,618767917.99,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,556724260.79,6,3,True,6,2026-06-30,observado
10462494000180,PRINCIPAL CLASSE DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,321266953.58,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),321266953.58,13,3,True,13,2026-06-30,observado
10509884000168,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,620015331.67,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),620015331.67,13,3,True,13,2026-06-30,observado
10509884000168,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,620015331.67,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,607041046.61,13,3,True,13,2026-06-30,derivado
10509884000168,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,620015331.67,APEX GROUP DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,606989288.9,13,3,True,13,2026-06-30,observado
10528349000154,CREDENCIAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,251620870.57,OLIVEIRA TRUST DTVM S.A.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),251620870.57,13,3,True,13,2026-06-30,observado
10528349000154,CREDENCIAL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,251620870.57,OLIVEIRA TRUST DTVM S.A.,GV-02,4. Governança e conflitos,Gestor e administrador na mesma pessoa jurídica,média,3,1.0,1.0,>=,PL >= R$ 50 mi,251620870.57,13,3,True,13,2026-06-30,observado
10613882000114,ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,808540098.3,INTRAG DTVM LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),808540098.3,13,3,True,13,2026-06-30,observado
10613882000114,ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,808540098.3,INTRAG DTVM LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,545802998.61,4,3,True,4,2026-06-30,observado
10613882000114,ROYAL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,808540098.3,INTRAG DTVM LTDA.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,808540098.3,4,1,True,4,2026-06-30,observado
10740479000156,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAIXA HABITAÇÃO,2653417.61,CAIXA ECONOMICA FEDERAL,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,52672329.05,13,3,True,13,2026-06-30,derivado
10756703000106,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,244308940.33,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-02,2. Estrutura e subordinação,Erosão da subordinação em 12 meses,alta,6,-0.4355252785771626,-0.3101807319214098,<=,PL >= R$ 50 mi,106402719.298253,5,2,True,5,2026-06-30,derivado
10756703000106,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,244308940.33,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,0.37469564227305985,0.01,>=,PL >= R$ 10 mi,91541495.31,13,2,True,13,2026-06-30,observado
10759034000118,PC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,3335054.78,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,22052729.1,13,3,True,13,2026-06-30,derivado
10810396000196,CORPORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,73685561.09,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,0.953083445163593,0.4017465666657221,>=,DC >= R$ 50 mi,60052760.980000004,13,3,True,13,2026-06-30,derivado
10810396000196,CORPORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,73685561.09,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.711906971768848,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,58994435.66,9,2,True,11,2026-06-30,derivado
10841847000152,MULTI ASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,442471992.48,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,404529447.60999995,1,3,False,4,2026-06-30,observado
10842374000108,MÚLTIPLO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL,109014177.21,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,1.3854833166782103,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,157722905.85,13,2,True,13,2026-06-30,derivado
10896292000146,INCENTIVO MULTISETORIAL I - FIDC,4069414.36,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,26279290.3,13,3,True,13,2026-06-30,derivado
11003181000126,BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP,31096078.74,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,259752519.83,13,3,True,13,2026-06-30,derivado
11122821000117,SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,83273953.59,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-05,2. Estrutura e subordinação,Rentabilidade negativa na cota sênior,alta,6,-23.89,-3.561999999999999,<=,PL >= R$ 50 mi,47796103.019874364,1,2,False,1,2026-06-30,observado
11203571000140,CRESCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,99221102.1,BANCO FINAXIS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,0.6800926772813987,0.01,>=,PL >= R$ 10 mi,67479544.97,13,2,True,13,2026-06-30,observado
11203571000140,CRESCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,99221102.1,BANCO FINAXIS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,1.9306785189350038,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,183155946.88,13,2,True,13,2026-06-30,derivado
11230727000181,FIDC GM - VENDA DE VEÍCULOS,2984648919.61,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,1.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),2984648919.61,13,3,True,13,2026-06-30,observado
11230727000181,FIDC GM - VENDA DE VEÍCULOS,2984648919.61,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,2622199425.63,13,3,True,13,2026-06-30,derivado
11230727000181,FIDC GM - VENDA DE VEÍCULOS,2984648919.61,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,GV-05,4. Governança e conflitos,Auditor independente ou custodiante ausente no registro,média,3,1.0,1.0,>=,PL >= R$ 50 mi,2984648919.61,13,3,True,13,2026-06-30,observado
11261368000120,FLUXASSET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,63484445.64,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.45922491424886464,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,28096241.009999998,5,2,True,5,2026-06-30,derivado
11351413000137,CORAL FIDC MULTISETORIAL,-24467457.04,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,24467457.04,13,1,True,13,2026-06-30,observado
11351413000137,CORAL FIDC MULTISETORIAL,-24467457.04,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,38281176.55,4,3,True,4,2026-06-30,derivado
11370045000174,G5 CREDIJUS CRÉDITOS JUDICIAIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,0.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,0.0,13,1,True,13,2026-06-30,observado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),290687822.15,13,3,True,13,2026-06-30,observado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,CN-04,3. Concentração,Carteira monossegmento,baixa,1,1.0,0.999,>=,DC >= R$ 200 mi,559663272.43,13,3,True,13,2026-06-30,derivado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,1.0807225040329804,0.4017465666657221,>=,DC >= R$ 50 mi,290687822.15,13,3,True,13,2026-06-30,derivado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,268975450.28,7,3,True,7,2026-06-30,observado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ES-01,2. Estrutura e subordinação,Subordinação no fundo da distribuição do mercado,alta,6,0.00014591024177646424,0.0330676045540233,<=,PL >= R$ 50 mi,290687822.1500003,13,3,True,13,2026-06-30,derivado
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,290687822.15,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,559663272.43,13,3,True,13,2026-06-30,observado
11439669000109,STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63746129.4,BANCO J. SAFRA S.A.,JR-01,6. Risco judicial e regulatório,Créditos em ação judicial de cobrança relevantes,alta,6,63807867.55,1.0,>=,créditos em ação judicial >= R$ 5 mi,63807867.55,13,2,True,13,2026-06-30,observado
11439669000109,STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63746129.4,BANCO J. SAFRA S.A.,JR-02,6. Risco judicial e regulatório,Carteira concentrada em créditos judiciais e precatórios,baixa,1,1.0,0.9172193898000603,>=,carteira segmentada >= R$ 50 mi,63807867.55,13,3,True,13,2026-06-30,observado
11468186000124,ATLANTA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,3090301588.05,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,2555096618.48,6,3,True,6,2026-06-30,observado
11468192000181,DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,338088492.32,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-02,5. Integridade dos dados e reportes,Divergência entre direitos creditórios da tab I e das tabs V/VI,média,3,0.527612597538624,0.4017465666657221,>=,DC >= R$ 50 mi,142476672.28000003,7,3,True,7,2026-06-30,derivado
11468192000181,DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,338088492.32,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,270040315.46,7,3,True,7,2026-06-30,observado
11468192000181,DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,338088492.32,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,GV-03,4. Governança e conflitos,Troca de administrador nos últimos 12 meses,baixa,1,1.0,1.0,>=,PL >= R$ 50 mi,338088492.32,8,1,True,8,2026-06-30,observado
11468192000181,DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,338088492.32,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,JR-03,6. Risco judicial e regulatório,Classificação SCR concentrada em faixas E a H,alta,6,0.34922128169384437,0.14966251315747137,>=,DC >= R$ 50 mi,144059711.2,1,3,False,11,2026-06-30,observado
11468192000181,DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,338088492.32,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PO-06,"8. PLD/FTP, lastro e movimentação",Aquisição relevante de créditos já vencidos ou inadimplentes,baixa,1,0.769586644456784,0.700746704710924,>=,carteira média 12m >= R$ 10 mi,226363733.95999998,13,2,True,13,2026-06-30,observado
11489344000122,RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA,1271673604.01,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,0.3837638534377901,0.01,>=,PL >= R$ 10 mi,488022362.59,13,2,True,13,2026-06-30,observado
11489344000122,RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA,1271673604.01,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-03,"8. PLD/FTP, lastro e movimentação",Alienação de direitos creditórios a partes relacionadas,alta,6,0.5844035437159101,0.01,>=,carteira média 12m >= R$ 10 mi,675491251.38,13,1,True,13,2026-06-30,observado
11491061000115,DANIELE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,36955554.83,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,1.2459674858573895,0.01,>=,PL >= R$ 10 mi,46045419.74,8,2,True,12,2026-06-30,observado
11491061000115,DANIELE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,36955554.83,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-03,"8. PLD/FTP, lastro e movimentação",Alienação de direitos creditórios a partes relacionadas,alta,6,0.11213813682697943,0.01,>=,carteira média 12m >= R$ 10 mi,6083082.51,13,1,True,13,2026-06-30,observado
11507489000109,BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,336031124.63,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,235133088.70000002,6,3,True,6,2026-06-30,observado
11675457000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL MASTER,953731.42,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,QA-05,1. Qualidade do ativo,Inadimplência integralmente envelhecida (> 360 dias),média,3,1.0,1.0,>=,inadimplência >= R$ 10 mi,41115691.65,13,3,True,13,2026-06-30,derivado
11693671000100,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,286591423.05,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,DI-03,5. Integridade dos dados e reportes,Cedentes não declarados em carteira de direitos creditórios material,baixa,1,1.0,1.0,>=,DC >= R$ 200 mi,257256315.2,1,3,False,2,2026-06-30,observado
11693671000100,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,286591423.05,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,0.3168458004207534,0.01,>=,PL >= R$ 10 mi,90805288.83,13,2,True,13,2026-06-30,observado
11693671000100,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,286591423.05,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-01,"8. PLD/FTP, lastro e movimentação",Giro anual da carteira no extremo do mercado,média,3,10.041257889047817,9.068093452089315,>=,carteira média 12m >= R$ 50 mi,2644521594.63,7,2,True,7,2026-06-30,derivado
11693671000100,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,286591423.05,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.8678803584289336,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,228569804.18,13,2,True,13,2026-06-30,derivado
11812962000161,BERLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SEGMENTO ECONÔMICO FINANCEIRO,198291764.01,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,JR-05,6. Risco judicial e regulatório,Débito tributário declarado relevante,média,3,0.31608282947565675,0.01,>=,PL >= R$ 10 mi,62676621.83,13,2,True,13,2026-06-30,observado
11823118000136,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA,74676749.3,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,PO-02,"8. PLD/FTP, lastro e movimentação",Rolagem elevada por recompra e substituição,alta,6,0.7274255123024563,0.38223524859727276,>=,carteira média 12m >= R$ 50 mi,55808234.36,13,2,True,13,2026-06-30,derivado
11827500000118,FC FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,-4390547.59,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,4390547.59,13,1,True,13,2026-06-30,observado
11888461000169,ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,231966026.93,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-03,3. Concentração,Base de cotistas mínima em veículo de porte,média,3,2.0,2.0,<=,PL >= R$ 156 mi (p75 do mercado),231966026.93,13,3,True,13,2026-06-30,observado
11888461000169,ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,231966026.93,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CN-05,3. Concentração,Ativo composto quase inteiramente por cotas de outros FIDCs,baixa,1,0.9974597678481888,0.9968472480623022,>=,PL >= R$ 50 mi,232131485.16,13,3,True,13,2026-06-30,observado
11888461000169,ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,231966026.93,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,GV-05,4. Governança e conflitos,Auditor independente ou custodiante ausente no registro,média,3,1.0,1.0,>=,PL >= R$ 50 mi,231966026.93,13,3,True,13,2026-06-30,observado
11902354000148,FM1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS-  RESPONSABILIDADE LIMITADA,-4891059.02,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,ES-04,2. Estrutura e subordinação,Patrimônio líquido nulo ou negativo,crítica,10,1.0,1.0,>=,sem porte mínimo — PL negativo é relevante em qualquer escala,4891059.02,13,1,True,13,2026-06-30,observado
