DENOM_SOCIAL,CNPJ,VL_PL,v_sub,v_tot,indice_subordinacao
ALVORADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50434429000165,58578630.41,23878396.139439046,58578638.37881832,0.4076297571995687
PACKERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55064095000107,58532151.27,,58532151.26852352,
FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE,53314618000192,58530846.64,58530908.50976749,58530908.50976749,1.0
BRAIN ESTRUTURADO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,57417371000190,58517691.72,0.0,58517690.56593723,0.0
BEB (BEM ESTAR BRASIL) FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,63673464000189,58502639.09,12297136.979974333,58502639.09006788,0.2101979871547717
PLGN K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60373177000165,58473354.95,,58473354.81237232,
ATLAS GLOBAL FIC FIDC MULTISEGMENTOS,17163831000187,58400138.35,,58400138.34839936,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FISERV - RESPONSABILIDADE LIMITADA,34661403000101,58397851.2,58397851.183437586,58397851.183437586,1.0
F18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52259591000110,58386946.58,30661065.878000677,58386946.54795815,0.5251356286086333
LEGACY A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,33447973000122,58379877.5,0.0,58379877.49991308,0.0
MULTIMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57204749000178,58358965.26,25775849.721999537,58358957.14194,0.4416776958386663
VIP II FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,60026040000134,58252875.46,7697219.5025253575,58252875.45876797,0.1321345846347711
FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS GCB CRÉDITO MULTIESTRATÉGIA II RESP LIMITADA,64447553000170,58144593.54,5663825.669985324,58144593.539874196,0.09740932604681819
LEPTA SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55586406000190,57596211.31,17517298.779980794,57596211.309827246,0.3041397755444365
MACCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,08270249000129,57508221.11,57508221.10999887,57508221.10999887,1.0
TRAPP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INDUSTRIAIS DE RESPONSABILIDADE ILIMITADA,53358983000107,57464431.78,,57464431.78008853,
ZANDVOORT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,57679175000194,57433638.58,0.0,57433638.580120526,0.0
HAWK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO  PADRONIZADOS,41575962000156,57418025.79,26300901.879995547,57418025.779935494,0.45806001726353845
REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55051705000120,57332412.5,14793676.870000051,57332412.50010653,0.2580333920183904
HT3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,28296597000182,57311583.88,53069481.48004573,57311583.880043805,0.925981762973485
PW2 CLASSE DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,65526160000114,57237844.18,0.0,57237844.37343665,0.0
SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59224026000166,57201492.17,23623550.999958,57201492.169878,0.4129883697753961
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE,30143979000118,57180258.36,57180258.64925135,57180258.64925135,1.0
RED WOOD FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE  LIMITADA,61909085000110,56997679.08,442588.42999992106,56997679.07987665,0.007765025473750902
IGUANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,12712606000139,56986175.36,56986175.366718404,56986175.366718404,1.0
PBL CREDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,61670371000175,56958667.15,17260193.930038475,56958667.130047165,0.30303015852934656
FUNDO DE INVESTIMENTO EM COTAS DOTZ NOVERDE DE FIDC - RESPONSABILIDADE LIMITADA,63395355000147,56928183.71,27290805.769993857,56928183.700092286,0.47939006650496063
ALOHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59870750000167,56908094.5,,56908094.49998423,
QUATA ARCEL NPL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS,30332581000120,56797747.09,56795724.28993758,56797747.089937575,0.9999643859113497
NTZ ATHENA FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LTDA,60721343000177,56683633.87,,56683633.8700037,
SPECIALE MILENIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,47293897000152,56682853.24,,56682853.15144565,
JIF CRÉDITOS PFN FIDC CRÉDITO PRIVADO RESPONSABILIDADE ILIMITADA,65344702000138,56672203.37,56672203.369316995,56672203.369316995,1.0
BRIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,34691408000179,56665580.94,0.0,56665580.939758524,0.0
MILÊNIO PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,54994858000148,56445681.28,56445681.28001489,56445681.28001489,1.0
LC2M FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - DE RESPONSABILIDADE LIMITADA,63677254000169,56436204.07,56436204.070091434,56436204.070091434,1.0
AURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61135235000185,56425378.94,0.0,56425378.939975105,0.0
BTG PACTUAL STRIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,67233079000171,56388021.51,,56388021.5108589,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP,08930397000122,56323566.24,35863814.44088506,56323566.226274215,0.6367461587358624
OBSIDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,36566311000160,56313725.91,0.0,56313725.90981287,0.0
ESTRATÉGIA ATIVOS JUDICIAIS IV - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42513856000100,56188237.49,0.0,56188237.0023,0.0
DUBLIN FUNDO INVESTIMENTO EM DIREITOS  CREDITÓRIOS,42867116000172,56177295.48,37378989.70010124,56177295.490012005,0.6653753865161951
PARAGON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32525986000100,56168154.62,56168154.6199782,56168154.6199782,1.0
FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS GCB CRÉDITO MULTIESTRATÉGIA RESPONSABILIDADE LIMITADA,54083491000100,56164343.78,56164343.7800065,56164343.7800065,1.0
WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,45019002000160,56142194.26,25439882.9099871,56142194.26010858,0.4531330355939297
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS VI - RESPONSABILIDADE LIMITADA,25248974000110,56139932.1,56139932.09507925,56139932.09507925,1.0
FIDC DE LOCAÇÃO DE VEÍCULOS KOVI I RESPONSABILIDADE LIMITADA,38137153000158,56127937.47,51943086.27027027,56127937.469270214,0.9254408519591313
FIDELIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63442029000143,56027465.85,56027465.85009407,56027465.85009407,1.0
INUIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47425691000139,55976597.06,,55976597.05806232,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NEXA CITRINO - RESPONSABILIDADE LIMITADA,66571503000125,55973793.41,0.0,55973790.69022325,0.0
STONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,18151682000107,55811788.86,55811788.85992324,55811788.85992324,1.0
IRLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,31772126000108,55713486.68,55713486.679518566,55713486.679518566,1.0
CORAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58114311000161,55679885.58,,55679885.5801868,
PRIORITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56147999000150,55660578.76,55660611.354757845,55660611.354757845,1.0
FUJI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54794448000153,55599211.4,44478501.419896625,55599211.399939254,0.7999843936625551
MARISA FUNDO DE INVESTIMENTO EM COTAS DE FIDC COMERCIAIS DE RESPONSABILIDADE LIMITADA,63987794000149,55579847.74,243508.51270948866,55579847.73975817,0.004381237491863416
G5 BRJUS F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,51050311000104,55565055.41,,55565055.56298364,
MOMENTO PRECATÓRIOS I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,50041229000142,55554639.88,,55554639.880077705,
BDI NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,31405473000100,55536218.45,0.0,55536218.120000005,0.0
SIG VII FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50107049000116,55528218.59,3364454.00003788,55528218.589800075,0.060589986235501055
ESTALEIRINHO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63218738000140,55507370.47,32001.658300313262,55507370.47020709,0.0005765298919625416
ABSOLUTE CIVITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66856459000108,55487471.25,5536174.698509252,55487471.2500131,0.09977341864372571
PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,56938161000185,55160027.48,,55160027.48018133,
STORRBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,57333077000109,55118210.8,11307252.440000089,55118210.799928874,0.20514549140652946
DOLPHIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57334752000106,55089279.36,89279.36002415551,55089279.3599544,0.0016206303851027434
ROOT CAPITAL HIGH YIELD RADICE T180 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,62309202000177,55075967.41,,55075967.41020817,
NANBAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,46073588000104,55073782.32,,55073782.32003339,
GLOBALCASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL - RESPONSABILIDADE  LIMITA,21053720000195,54965357.22,24189263.432710204,54965357.213632345,0.4400819836155064
DELTA ENERGIA PRÉ-PAGAMENTO I - FIDC DE RESPONSABILIDADE LIMITADA,34644098000131,54948857.33,17286374.409975503,54948857.32997857,0.31459024354532916
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PEGCARD DE RESPONSABILIDADE LIMITADA,58458737000132,54935539.58,12715181.255560521,54434454.37936558,0.23358700662168214
TORONTO FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA,56973948000188,54931339.38,31683077.59002031,54931339.379999235,0.5767759888548479
MÖBIUS VD TOTAL RETURN 1 - FIDC MULTICARTEIRA OUTROS - RESP LIMITADA,47410122000110,54861108.26,54861108.260111436,54861108.260111436,1.0
ESTÍMULO RETOMADA RIO GRANDE DO SUL FIDC IS DE RESPONSABILIDADE LIMITADA,57340272000158,54850668.82,41252597.369914874,54850668.819874875,0.7520892316807484
CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,33823914000101,54752750.04,54752750.27421817,54752750.27421817,1.0
FMD INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47167977000161,54706193.6,54706193.60004703,54706193.60004703,1.0
DVNP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA,44900271000179,54670659.65,54670659.649965,54670659.649965,1.0
CLASSE ÚNICA DE COTAS DO ST 1016 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,58488141000185,54666545.02,28934452.489879996,54666545.019884005,0.5292899428591215
ASA DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,40063188000131,54648251.31,0.0,54648251.30913159,0.0
JGP SPECIAL SITUATIONS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,66685178000121,54575368.23,31883674.604431137,54575368.12443116,0.5842136425307614
MOGNO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47640501000104,54507869.24,,54507869.24064361,
ESTALEIRO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58506369000150,54453114.34,4257960.267601865,54453114.339999504,0.07819498148472483
ESTALEIRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58507210000150,54452550.15,4257393.259096131,54452550.14998401,0.07818537878151847
VTR OP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABI,46390338000106,54436245.33,54436245.329888925,54436245.329888925,1.0
ITAPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55559261000138,54368147.46,,54368147.46175048,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA DMCARD,32101535000145,54326229.06,14033831.824508002,54326236.624508,0.2583251242214148
CLASSE UNICA - PROMETHEUS FIC FIDC - RESPONSABILIDADE LIMITADA,60094903000100,54320137.88,127268.47999999972,54320137.88012413,0.0023429336700297215
RESERVA BLACK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45953169000102,54306309.19,,54306309.261886045,
GUAPORÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA,24773662000162,54209846.45,54209846.449997775,54209846.449997775,1.0
LIVRAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62351597000176,54161293.81,,54161293.80822085,
ST 1015 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57584525000139,54157862.64,54157862.63999375,54157862.63999375,1.0
3HM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63884724000165,54096177.19,,54096177.192246154,
CIMITARRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,23077181000150,53912751.57,0.0,53912751.56999328,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DB CRÉDITO GLOBAL,27538324000134,53877274.09,26934802.579939846,53877274.08989647,0.4999288296397106
LESTE HIGH YIELD FIDC DE RESPONSABILIDADE LIMITADA,42085799000106,53873327.94,0.0,53873327.940082476,0.0
UC SUB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47896557000116,53833304.03,53075256.719748765,53833304.029745884,0.9859186181554405
OTTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53247140000125,53808264.47,0.0,53808264.470073126,0.0
AXIS RENOVÁVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35817199000120,53696578.03,8519423.849994758,53697029.25998436,0.15865726591216714
CHIMERA ALTERNATIVE ASSETS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP LIMITADA,54875483000105,53640789.96,0.0,53640789.95991073,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA,40782833000176,53607894.73,32282512.51429652,53607894.72985612,0.6021969838020379
PRIMATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LIMITADA,55074368000196,53578061.88,10652822.500078559,53578061.87985527,0.198828067427424
KRONOS PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,57704202000131,53568407.95,53568407.9499965,53568407.9499965,1.0
SB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63279654000116,53530440.54,10471620.395755814,53530440.54023579,0.19561991812648905
ARTESANAL CP AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,47463403000130,53441092.04,29099444.495909967,53441098.0964742,0.5445143444354078
VOLTZ SUPPLY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52165424000100,53400755.65,11962834.493640844,53400755.69364084,0.22401994762529964
RM 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,55466785000184,53328292.99,0.0,53328292.99025873,0.0
COBUCCIO I FIDC - SEGMENTO MEIOS DE PAGAMENTO RESPONSABILIDADE LIMITADA.,60871114000139,53306839.43,12472602.009973152,53306839.429973155,0.23397751852007395
ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38305947000183,53258000.06,,53258000.06019326,
JOURNEY CAPITAL CRÉDITO ESTRUTURADO 120 FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47716415000120,53256837.12,,53256837.21122237,
SUN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,41557609000143,53180978.26,37475710.84993317,53184884.61998309,0.7046308573893656
SABIA CREDIT FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44571204000158,53101367.43,53101367.36503818,53101367.36503818,1.0
CRÉDITO ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,40211648000121,53032270.13,53032270.12953624,53032270.12953624,1.0
MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57270666000187,53019295.56,8019295.530011886,53019295.56016188,0.15125239679792157
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MILÊNIO RECEBÍVEIS LP,15578550000160,52948247.49,17895940.340017058,52948247.490104996,0.33798928554455865
PLANNER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64113643000124,52900035.87,0.0,52900035.87012578,0.0
GREENBUSH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41184889000191,52892664.23,,52892664.23094781,
AXIUM CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS NP - RESPONSABILIDADE LIMITADA,48213143000108,52791311.04,52791310.83481591,52791310.83481591,1.0
HECTARE II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,34081563000173,52734899.91,,52734899.91008421,
FICRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53996774000180,52696510.0,52696509.999836445,52696509.999836445,1.0
ALGARVE BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52511479000124,52686355.03,52686355.02999903,52686355.02999903,1.0
ZEFIROS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,51139857000128,52658706.2,0.0,52658706.19966374,0.0
SYNGENTA TECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,41196339000192,52587089.83,,52587089.75999999,
FIDC FINANCEIROS FACTA CONSIGNADO INSS DE RESPONSABILIDADE LIMITADA,35946113000169,52485945.72,13769382.665837213,52485945.71663771,0.2623441852448589
FP POLO PETROS 2 RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,21397791000105,52430984.09,52430984.08746151,52430984.08746151,1.0
LOGIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54048775000166,52396773.41,0.0,52396773.41007339,0.0
PAIOL FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,64168221000156,52298604.2,52298604.199927405,52298604.199927405,1.0
Z INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE ILIMITADA,53160371000105,52249369.86,,52249369.86011216,
CORES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47629727000104,52134046.56,52134046.55974011,52134046.55974011,1.0
FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60736775000151,52120538.31,12002363.136685664,52120538.31012541,0.23028087440827477
CVPAR NC FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,58426775000103,51990254.18,12989003.570032416,51990254.17994766,0.24983535423918354
FBS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64125992000166,51986674.96,0.0,51986674.9595731,0.0
ATVOS ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,52680835000133,51962049.66,,51962049.66014605,
JP CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE  FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40902151000150,51871628.36,51871628.359984994,51871628.359984994,1.0
ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILI,21796827000123,51837680.58,51837680.579929546,51837680.579929546,1.0
NTZ FINANCIAMENTOS LONGO PRAZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP  LIMITADA,63823304000179,51750794.0,17291262.839360055,51750794.00060606,0.3341255563954739
INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53129205000138,51733947.37,30447233.243825942,51733942.47150149,0.5885349499624606
DTB TOWERS INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64276709000105,51581362.82,44445470.94019987,51581362.820203975,0.8616575543985232
CANAL 78 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,39617894000107,51543021.0,51543020.9998919,51543020.9998919,1.0
MATCHPOINT  FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47859989000157,51500720.41,51500720.409970805,51500720.409970805,1.0
G5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS LC,58610515000193,51460388.4,51459200.71669569,51459200.71669569,1.0
PROA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,26913809000106,51398548.42,29864622.219956923,51398548.41989346,0.5810401876718765
AMYX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59092306000168,51398371.75,51398371.750049405,51398371.750049405,1.0
WBL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,51769350000158,51333059.22,,51333059.219824255,
ERGA OMNES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,54105228000175,51296794.93,13549005.889958646,51296794.930123895,0.26412967727155273
ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52258572000179,51272578.61,51272578.61023823,51272578.61023823,1.0
FENESTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA,64156218000112,51247535.84,,51247535.85878669,
NX BOATS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61430639000100,51179775.4,18433330.299984407,51179775.39992119,0.36016825310282213
PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,20905862000170,51133740.4,26323064.06985476,51133740.39985668,0.5147885498696774
FIDUSSIA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,18392964000198,51092465.98,37830585.2900023,51092465.97993925,0.7404337325361425
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NPL - ATIVOS I,65534981000100,51085055.35,0.0,51085055.35,0.0
VIER K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58407746000102,51071417.54,,51071417.54138735,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TAG SSI RESPONSABILIDADE LIMITADA,54049164000132,51058341.08,,51058341.08007155,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RECEBÍVEIS COMERCIAIS TOP PARTNERS - RESP LIMITADA,64897169000179,50990467.39,0.0,50990467.39,0.0
SEJA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,35871456000101,50973028.99,50973028.98997441,50973028.98997441,1.0
MUFFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,43740863000108,50958000.23,0.0,50958000.22999962,0.0
JPI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42067232000107,50869741.7,50869741.700040475,50869741.700040475,1.0
SOMACRED K MASTER FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64340651000103,50852333.54,20445127.17143381,50852333.5600371,0.40204894721883233
PLGN PFN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57547806000111,50713260.01,50713260.01255589,50713260.01255589,1.0
COMPROCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,17047287000108,50613201.39,,50613201.38999987,
ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,32156003000105,50487103.09,44188307.77158323,50487103.161567956,0.8752395167172212
GRANA TECH CRÉDITO POPULAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESP LIMITADA,51254064000150,50233110.67,9234408.77997839,50233110.66990714,0.1838311157089142
