entidade,cnpj,dc_com_risco,dc_sem_risco,valor,VL_PL,dc_sobre_pl
RIACHUELO MIDWAY EP FUNDO DE  INVESTIMENTO EM DIREITOS  CREDITÓRIOS CRÉDITO PESSOAL -  RESP LIMITADA,60940790000117,234171681.01,0.0,234171681.01,293144756.12,0.7988260957127299
CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,57182268000109,0.0,233993594.87,233993594.87,240719392.06,0.9720595954798541
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CAIXA DUBLIN,15254288000106,0.0,233791640.35,233791640.35,243696856.53,0.9593543539254449
MISSÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57213448000100,349963.02,233396920.46,233746883.48000002,235139723.23,0.9940765442313736
KATCH DIVERSIFIED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,28296620000139,233478101.16,0.03,233478101.19,258000127.07,0.9049534348742908
CD CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,37035970000132,0.0,232965452.02,232965452.02,291764021.23,0.7984721729494926
TB1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,48181830000199,230120348.61,0.0,230120348.61,231172857.89,0.9954470897249503
RAINIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60964573000167,0.0,230000000.0,230000000.0,405002985.47,0.5678970482972819
FIDC MILAS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37720020000147,227716761.19,0.0,227716761.19,229689274.65,0.9914122526486894
QG PRIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,28086648000141,226883244.06,0.0,226883244.06,234138694.53,0.9690121682596536
RDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,19425700000156,19581441.86,206085259.36,225666701.22000003,232999620.24,0.9685281932543635
URANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,49686425000195,225585641.9,0.0,225585641.9,227408980.45,0.991982117212821
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VCK II CONSIGNADOS,43236160000147,225216645.55,0.0,225216645.55,227395778.2,0.9904170048043576
JIVE ALM CP FIDC DE RESP ILIMITADA,61641236000100,224843674.66,0.0,224843674.66,332226801.16,0.6767776527207856
CBSB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56745579000176,224803888.83,0.0,224803888.83,226545846.15,0.9923107955868384
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55401645000128,224803068.57,0.0,224803068.57,225010783.2,0.9990768681080703
ATIVOS ESPECIAIS IV A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55595058000117,224758312.42,0.0,224758312.42,382042857.75,0.5883065416893007
MSV3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS  COMERCIAIS RESPONSABILIDADE LIMITADA,63657457000193,224589515.47,0.0,224589515.47,311503782.69,0.7209848738610835
CORRESPONDENTE BANQUEIRO XP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LTDA,58223658000142,224073512.52,0.0,224073512.52,290981671.0,0.7700605737465849
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOMACRED VEGA SICÍLIA ASSISTÊNCIA FINANCEIRA RESP LTDA,63845478000132,223603502.49,0.0,223603502.49,231044761.53,0.9677929982453475
AZQ CDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,59143807000126,222870060.37,0.0,222870060.37,306182343.58,0.7278997794716665
JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,53553002000174,222664260.98,0.0,222664260.98,319885499.06,0.6960748819009
ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONDABILIDADE LIMITADA,50995214000113,222620638.95,0.0,222620638.95,262720747.07,0.8473660395411573
PUMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,13805152000103,5459659.21,217009811.8,222469471.01000002,234467583.91,0.9488282657247603
EVOLVE FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,24796631000127,221336080.68,0.0,221336080.68,282698686.72,0.7829398970615776
FORMES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41514874000144,220451795.94,0.0,220451795.94,211199379.6,1.0438089181773336
FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,29492703000166,163151065.82,57084019.49,220235085.31,255031163.5,0.8635614655383086
TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA,13606266000124,145870892.38,74222181.73,220093074.11,290399473.36,0.7578976351556839
CEDARS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42196119000121,220077448.11,0.0,220077448.11,315287863.45,0.6980206776811155
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,43866348000179,218771784.7,0.0,218771784.7,256043621.64,0.8544316913607612
MULTIPLIK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,23426441000155,203203628.31,14834449.31,218038077.62,219922398.37,0.991431883409939
CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54335957000118,217055096.42,0.0,217055096.42,238354584.31,0.9106394871671599
ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,29152636000130,48907596.9,167557979.75,216465576.65,371884905.63,0.5820768021850514
DOMINÓ CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44395203000108,216106072.56,0.0,216106072.56,185249032.55,1.1665705865517622
SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMI,32302284000167,130899886.35,85017678.14,215917564.49,217280481.48,0.9937273841593294
C3E CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,35765961000171,215878563.53,0.0,215878563.53,201581970.94,1.0709219803900782
NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,43309133000157,215747784.28,0.0,215747784.28,224125653.94,0.9626197647938919
TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49306883000151,215690900.8,0.0,215690900.8,2100498673.09,0.10268556870007521
VALORA BYX WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54477887000132,214672920.68,0.0,214672920.68,215011966.08,0.9984231324135985
ORIZ JUS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58036896000149,214431192.68,0.0,214431192.68,246524312.1,0.8698176291554491
ARKAM I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58494418000182,0.0,214148349.59,214148349.59,212518755.96,1.0076679991026614
PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,52115758000179,213356543.58,302981.23,213659524.81,208782454.93,1.0233595772290118
OLAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,41649912000176,15020916.87,197537884.93,212558801.8,226582065.69,0.9381095593453278
BARBARESCO 4870 FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS,54876169000139,212404869.0,0.0,212404869.0,212359679.79,1.0002127956213
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SABIA CREDIT,29957532000101,46913441.77,165076569.17,211990010.94,217786533.51,0.973384384807549
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54252144000164,211916758.91,0.0,211916758.91,213618399.48,0.9920342041034751
JC DIVERSIFICADO VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,29469886000107,211510704.1,0.0,211510704.1,211704394.6,0.9990850898472563
PETTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59499177000127,51779874.72,159409803.15,211189677.87,228524339.69,0.9241452274032824
DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA,48887679000109,211091870.63,0.0,211091870.63,391369662.08,0.5393669747116235
PLATA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,17198574000119,9699210.99,201131096.71,210830307.70000002,239576896.6,0.8800110139668619
CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47425750000179,0.0,210066595.02,210066595.02,215299982.37,0.9756925788270329
SÓLIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53877402000135,209930989.28,0.0,209930989.28,254502042.9,0.8248695644556651
MARTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23006061000161,209306023.73,0.0,209306023.73,200573086.13,1.0435399273576507
ENERGY 21 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,27983569000170,208876438.32,0.0,208876438.32,210816268.96,0.9907984775104426
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION III CONSIGNADOS - RESPONSABILIDADE LIMITADA,49220648000162,208872128.19,0.0,208872128.19,214462260.0,0.9739341933168101
SG GAINSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,20118619000102,208533508.44,0.0,208533508.44,208519688.0,1.0000662788254315
VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,45523699000102,40223960.39,167982133.18,208206093.57,233574412.44,0.8913908479743408
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,37645459000152,208010899.05,0.0,208010899.05,257406030.04,0.8081042196939825
RIDOLFINVEST 2 FIDC NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,23956961000170,207776684.79,0.0,207776684.79,225823999.67,0.9200823875833711
FIBRA RUBICON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62323195000168,207752716.29,0.0,207752716.29,223298358.63,0.9303817438006395
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI II - RESPONSABILIDADE LIMITADA,43237790000136,207305310.77,0.0,207305310.77,123560153.31,1.6777683194507846
MGW ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,41579637000161,163492141.96,43100309.0,206592450.96,200342130.57,1.0311982326044802
CERTO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43076509000120,206420812.88,0.0,206420812.88,215275643.98,0.9588674736431277
MAROSTICA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO,49669950000100,181462829.04,24923027.06,206385856.1,240349513.09,0.8586905521323767
ALDEBARAN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57832889000190,205475523.53,0.0,205475523.53,332397292.12,0.6181624471712619
ARC SPECIAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,66745267000116,204611450.31,0.0,204611450.31,210241498.47,0.9732210424632064
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA,46073195000109,203249418.55,0.0,203249418.55,222957471.5,0.9116062232971637
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE  RESPONSABILIDADE LIMITADA FGTS MT II,53179862000190,203077394.89,0.0,203077394.89,212708785.89,0.9547202953573306
SUMUP SMART III FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62627122000160,202006904.96,0.0,202006904.96,204070143.04,0.9898895641995235
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL,50057356000130,202000867.4,0.0,202000867.4,202932945.36,0.9954069657918456
BYX CONSIGNADO MULTICONVENIOS  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,52174102000127,201703119.43,0.0,201703119.43,202162483.94,0.9977277460137642
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS,12796029000100,0.0,201372494.73,201372494.73,202196864.12,0.9959229368190855
VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,30035329000159,201260499.16,0.0,201260499.16,202884356.35,0.9919961439156075
ARAWAK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51382517000123,201252666.59,0.0,201252666.59,201281100.05,0.9998587375566164
7S FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41096982000144,84064940.6,117176758.47,201241699.07,221623863.24,0.9080326284722875
V7 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - AÇÕES JUDICIAIS,19675590000180,200723834.03,0.0,200723834.03,196149463.45,1.0233208416660597
FERT-AGRO FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,47669200000103,200258757.0,343516.3,200602273.3,212788449.8,0.9427310245859031
XP OPUS I FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DO SETOR DO ENTRETENIMENTO DE RESP LIMITADA,35949242000100,200368391.93,0.0,200368391.93,194935789.77,1.027868674943733
MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,46783889000121,199803834.0,0.0,199803834.0,199764886.99,1.0001949642431502
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE IV,26395682000172,199562584.61,0.0,199562584.61,224728496.36,0.8880163746137211
JUST TEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,44680409000171,199336890.1,0.0,199336890.1,403020270.2,0.4946076037343692
SOFISA  CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,46157224000102,199024784.95,0.0,199024784.95,206166722.5,0.9653584367865187
CS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,37351013000115,0.0,198498540.04,198498540.04,227416423.7,0.8728417095409631
OLIVENZA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,65804737000102,198335787.32,0.0,198335787.32,197883284.68,1.0022867148214754
ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,52994887000184,198148867.38,0.0,198148867.38,271012127.86,0.7311439120627108
CUPERTINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,39769235000188,195373512.76,2532020.71,197905533.47,246272115.34,0.8036051227187222
MULTIPLIX MULTISSETORIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,14770038000158,7934709.57,189652859.79,197587569.35999998,232485585.75,0.8498916985437235
EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS,45121179000173,197144759.25,381290.11,197526049.36,204503477.54,0.9658811269914214
BLUEFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51401568000155,197480873.22,0.0,197480873.22,197281277.48,1.0010117317900085
IB SIGMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,20093858000155,31158615.71,166170653.65,197329269.36,262367534.28,0.7521100882451759
GEAR CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51983505000154,197293166.04,0.0,197293166.04,202079142.08,0.9763163283912532
NEW TRADE BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13842701000110,4253816.08,192469263.29,196723079.37,205402109.63,0.9577461483933446
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,58238773000190,196615513.62,0.0,196615513.62,218955447.38,0.8979704134913403
GALAPAGOS ARQUIPÉLAGO FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,41341188000119,196164737.2,0.0,196164737.2,197176707.93,0.9948676963895793
ENDLESS SUMMIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40770569000150,195926490.68,0.0,195926490.68,229652471.92,0.853143399859643
PRASS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,11198684000102,194997954.84,0.0,194997954.84,233824430.93,0.8339503022178915
LBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51144449000164,181365658.92,13627273.21,194992932.13,210511168.36,0.9262830739532929
SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,55257461000136,194299639.44,0.0,194299639.44,210746904.77,0.9219572626798489
JC HONORÁRIOS TDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,22881521000138,194057536.5,0.0,194057536.5,194514946.58,0.9976484579306512
SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55891903000100,193724403.38,0.0,193724403.38,194355297.24,0.9967539147686777
JUGIS II PRÉ-PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54091598000109,193249883.82,0.0,193249883.82,194268474.85,0.9947567868086343
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA FLAGSHIP BTO RECEIVABLES,60405221000171,192905047.44,0.0,192905047.44,219292171.66,0.87967138078731
PAGALEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA,50059866000146,192592639.7,0.0,192592639.7,196903368.94,0.9781073870741461
FIDC DE RESP LIMITADA REDE DE POSTOS MONTE CARLO,43143480000152,192558261.89,0.0,192558261.89,193232912.13,0.9965086162985209
PRAVALER CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,55983705000168,0.0,192482978.65,192482978.65,260834195.78,0.7379514717171107
ICRED INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,57823707000115,192378705.95,0.0,192378705.95,192256772.17,1.000634223588713
GALAPAGOS SANTA HELENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,59900616000161,192310324.61,0.0,192310324.61,192123071.5,1.000974651865276
AURUM - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,15653649000189,3402914.08,188592712.79,191995626.87,213808096.02,0.8979810888547475
GV HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54495443000120,191351362.06,0.0,191351362.06,196917487.73,0.9717337158107975
FIDC DONEGAL - RESPONSABILIDADE LIMITADA - SEGMENTO COMERCIAL,18063954000109,0.0,191025887.14,191025887.14,358653673.33,0.5326193521632653
LATACHE CRÉDITO ESTRUTURADO FIDC,44179672000181,190254143.65,0.0,190254143.65,317272614.73,0.5996551067349664
CONSIGNADOS VIII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53286391000119,190120633.09,0.0,190120633.09,194128409.97,0.9793550213458229
UNAVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,13327334000116,14650118.57,173703582.75,188353701.32,191404975.74,0.9840585418001631
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MUSTANG MULTICARTEIRA - RESPONSABILIDADE LIMITADA,22802113000143,187405033.28,0.0,187405033.28,189997633.62,0.9863545651037672
VIVO PAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,36643574000125,0.0,186224878.68,186224878.68,245340390.99,0.7590469629910652
BRADESCO FARMTECH PLUS - FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESP LTDA,58476520000155,185770178.41,0.0,185770178.41,288572745.95,0.6437551051414528
LIBRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,12400421000199,12307186.58,173044539.4,185351725.98000002,194318406.42,0.9538557329426663
PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,39769038000169,26999846.6,158084843.07,185084689.67,220380755.93,0.8398405245909439
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GOAL ONE,12610459000196,0.0,185054922.81,185054922.81,212964931.68,0.8689455176970758
RAVENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53314997000110,184835297.99,0.0,184835297.99,455577017.38,0.4057169061182636
PERNAMBUCANAS FIDC DE RESPONSABILIDADE LIMITADA,54083697000130,0.0,184308543.88,184308543.88,226559970.92,0.8135088609500251
FEDERAL 4870 IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,14042458000118,183932986.77,0.0,183932986.77,182114438.32,1.0099857455936831
BANQI EP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42067134000170,183351322.88,0.0,183351322.88,185616518.04,0.9877963707976041
FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55768379000176,183235927.69,0.0,183235927.69,186681156.87,0.9815448477084424
NICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,49788461000160,183232835.78,0.0,183232835.78,3808168.8,48.11573367756178
SALEM CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40054639000174,183171065.61,0.0,183171065.61,140718898.67,1.3016806366538913
DIFAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS -  RESPONSABILIDADE LIMITADA,65924624000140,182768220.52,0.0,182768220.52,182374743.99,1.0021575165584418
TKO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62160076000131,182273445.4,0.0,182273445.4,182963544.47,0.9962282154513401
GAD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31608972000197,87964728.41,93986080.64,181950809.05,189073282.29,0.9623295626238955
V11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PRECATÓRIOS,32274571000100,181942337.72,0.0,181942337.72,186955374.54,0.9731859175895078
OCEANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,50996316000153,181490646.67,0.0,181490646.67,183654673.46,0.9882168705580403
PRIME AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,53783414000109,181342331.15,0.0,181342331.15,183629370.23,0.9875453524829094
CONFIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,22175369000178,18196301.79,162412736.72,180609038.51,202437121.53,0.8921735161267583
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO,15489383000180,180382019.07,0.0,180382019.07,253403696.37,0.7118365740277934
FICOU FÁCIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EDUCACIONAL RESPONSABILIDADE LIMITADA,21081952000157,0.0,180033582.74,180033582.74,188782589.3,0.9536556491123411
SC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,55469182000136,179342105.01,0.0,179342105.01,202654477.31,0.8849649284365964
ST1 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52554072000184,179270085.73,0.0,179270085.73,454716263.57,0.39424603888706694
LIBRA II NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL,18563847000140,13582902.47,165271041.87,178853944.34,186648500.21,0.9582393865408494
CRÉDITO CORPORATIVO SOLIS ITER  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47117579000130,65518623.87,113023727.41,178542351.28,353470202.33,0.5051128782655143
GUARDIAN FUTURO V FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62363602000160,0.0,177948877.51,177948877.51,209541559.77,0.8492295165948119
PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,30659408000130,104065008.06,73848230.71,177913238.76999998,180307880.73,0.9867191497659171
G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA ALLOCATION,64756178000140,177862474.21,0.0,177862474.21,197909403.35,0.8987065354113202
ARC DEB III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,65205033000113,176652472.4,0.0,176652472.4,177199430.58,0.9969133186364667
