entidade,cnpj,dc_com_risco,dc_sem_risco,valor,VL_PL,dc_sobre_pl
SETE CORE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE,59400354000176,0.0,0.0,0.0,0.0,
PARANÁ FIDC DO SEGMENTO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,60127189000100,0.0,0.0,0.0,213498748.78,0.0
VKRV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60482982000127,0.0,0.0,0.0,1898454.99,0.0
VETTA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LTDA,60512081000130,0.0,0.0,0.0,128962157.8,0.0
SOLUTIONS CDI PLUS CIC DE CLASSES DE INVESTIMENTO EM DIREITOS CREDITÓRIO - RESP LIMITADA,60800845000193,0.0,0.0,0.0,115499501.81,0.0
P12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61289537000108,0.0,0.0,0.0,20379530.29,0.0
KADESH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61432659000101,0.0,0.0,0.0,10288255.85,0.0
KOLI VIRTA FIC FIDC RESPONSABILIDADE LIMITADA,61641879000145,0.0,0.0,0.0,24887979.0,0.0
VINLAND CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,61987722000176,0.0,0.0,0.0,196321624.85,0.0
SOMA VP FUNDO DE  INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,62103434000174,0.0,0.0,0.0,104848791.13,0.0
GUARDIAN FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62254086000136,0.0,0.0,0.0,66933630.67,0.0
AVGA CAPITAL MANACÁ PREMIUM SHIELD FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,62497138000103,0.0,0.0,0.0,4102681.51,0.0
STRATEGY RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62743103000107,0.0,0.0,0.0,13158408.28,0.0
CATÁLISE ARAUCÁRIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,63670894000147,0.0,0.0,0.0,10681843.6,0.0
SIGMA INDIE RAIZ AGRO PERFORMADO FIDC RESPONSABILIDADE LIMITADA,63672769000176,0.0,0.0,0.0,14917582.8,0.0
FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RIZA SRM - RESPONSAB,63679105000139,0.0,0.0,0.0,66864128.68,0.0
SG CRED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63951011000177,0.0,0.0,0.0,31466053.67,0.0
KATIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64884451000111,0.0,0.0,0.0,6760095.47,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NPL - ATIVOS I,65534981000100,0.0,0.0,0.0,51085055.35,0.0
POLO CAPITAL YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,65813874000103,0.0,0.0,0.0,107117280.42,0.0
IGUAÇU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,66263596000120,0.0,0.0,0.0,111203681.55,0.0
BTG LEGATO CW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66282853000171,0.0,0.0,0.0,60617803.21,0.0
SABARÁ CONSIG CLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,67522340000153,0.0,0.0,0.0,984544.21,0.0
FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL,08927488000109,0.0,0.0,0.0,0.0,
PRINCIPAL CLASSE DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,10462494000180,0.0,0.0,0.0,321266953.58,0.0
FC8 FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDA LIMITADA,12674251000130,0.0,0.0,0.0,-2770592.08,
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA RECARGA VIRTUAL,23957002000179,0.0,0.0,0.0,0.0,
PB FRV MIP FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,24290451000179,0.0,0.0,0.0,60735655.96,0.0
AR BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS IMOBILIÁRIOS I,24445360000165,0.0,0.0,0.0,53917.13,0.0
LD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,28152199000192,0.0,0.0,0.0,159964492.3,0.0
XP CRÉDITO ESTRUTURADO DOMINUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITA,29078652000120,0.0,0.0,0.0,63069762.56,0.0
VERTIGO 45 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO,29206973000163,0.0,0.0,0.0,27339502.48,0.0
CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,30144066000116,0.0,0.0,0.0,772069392.13,0.0
CORTEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,30332628000155,0.0,0.0,0.0,18719653.09,0.0
UNIÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32525711000176,0.0,0.0,0.0,10845384.46,0.0
LANA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,32948513000115,0.0,0.0,0.0,0.0,
ÁSTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,35689357000103,0.0,0.0,0.0,118089087.76,0.0
LINCOLN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,36814213000102,0.0,0.0,0.0,3278776.82,0.0
COOPERA FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37121165000121,0.0,0.0,0.0,89023685.87,0.0
DAYCOVAL CLASSIC ESTRUTURADO FIC DE FIDC DE RESPONSABILIDADE LIMITADA,38058318000104,0.0,0.0,0.0,158559557.08,0.0
BRV 051 FIC DE FIDC DE RESPONSABILIDADE LIMITADA,40813753000130,0.0,0.0,0.0,25629519.93,0.0
RADIX TURBO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,41537932000155,0.0,0.0,0.0,8653492.27,0.0
FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EXODUS INSTITUCIONA,42196288000161,0.0,0.0,0.0,415928822.46,0.0
XP SS 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42700507000106,0.0,0.0,0.0,17545433.2,0.0
MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,42747344000109,0.0,0.0,0.0,184106558.17,0.0
SETTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42866928000101,0.0,0.0,0.0,4813343.28,0.0
CW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,42867211000176,0.0,0.0,0.0,0.0,
EM FC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43236200000150,0.0,0.0,0.0,1887672.43,0.0
RADIX TRIMARÃ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,43806417000159,0.0,0.0,0.0,5338962.08,0.0
JGP SECURITIZAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,45683314000174,0.0,0.0,0.0,286886659.07,0.0
AUGME K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46323112000184,0.0,0.0,0.0,0.0,
CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,47984217000147,0.0,0.0,0.0,164984638.63,0.0
SARDENHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49000918000120,0.0,0.0,0.0,9426720.98,0.0
ARTESANAL VP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49879065000148,0.0,0.0,0.0,161157751.83,0.0
LATACHE LEGAL CLAIMS FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADOS,51606193000160,0.0,0.0,0.0,155058530.08,0.0
TAVARUA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51670752000109,0.0,0.0,0.0,36551078.03,0.0
OKEAN ATLANTIC CORPORATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDIT,51980833000105,0.0,0.0,0.0,14213084.03,0.0
HIPER FUNDO G.A. FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52043752000133,0.0,0.0,0.0,1522360.29,0.0
SALENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52498585000115,0.0,0.0,0.0,241072740.86,0.0
KYM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,53276025000189,0.0,0.0,0.0,14021911.56,0.0
TAURUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53304046000160,0.0,0.0,0.0,108252842.35,0.0
SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,53471524000127,0.0,0.0,0.0,0.0,
VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,54565154000150,0.0,0.0,0.0,41632306.07,0.0
DAYCOVAL BOX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,54994993000193,0.0,0.0,0.0,90880810.61,0.0
BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,55112192000110,0.0,0.0,0.0,30829311.67,0.0
ESÓDIMA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55581309000104,0.0,0.0,0.0,1945337.5,0.0
ORRAM VP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55825916000172,0.0,0.0,0.0,0.0,
CLASSE ÚNICA DE COTAS DO CLUBE DO VALOR SELEÇÃO CRÉDITO ESTRUTURADO FIC DE FIDC RESP LIMITADA,56823028000183,0.0,0.0,0.0,22104588.91,0.0
GUARDIAN WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57779658000160,0.0,0.0,0.0,183699.59,0.0
FEEDER CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58041846000150,0.0,0.0,0.0,-260481.74,
BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,58888944000127,0.0,0.0,0.0,27350365.14,0.0
BTG LEGATO PMFO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60091623000149,0.0,0.0,0.0,48112772.97,0.0
FIDELITAS CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,60224764000192,0.0,0.0,0.0,2220960.12,0.0
VIATOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEEDER  RESPONSABILIDADE LIMITADA,60282653000132,0.0,0.0,0.0,0.0,
NTZ VENTO EM POPA FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LTDA,61033412000112,0.0,0.0,0.0,46973624.68,0.0
KRAFT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESPONSABILIDADE LIMITADA,61371110000154,0.0,0.0,0.0,0.0,
IPO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,61921850000117,0.0,0.0,0.0,73745410.4,0.0
G5 SPECIAL F MEZ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62191293000199,0.0,0.0,0.0,130847799.55,0.0
ONIX FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62214740000188,0.0,0.0,0.0,27635989.42,0.0
RENAISSANCE SJL FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  RESP LIMITADA,63566193000162,0.0,0.0,0.0,3379060.18,0.0
FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INTRA DIGITAL CONSIG,63903879000100,0.0,0.0,0.0,12301564.35,0.0
BTG LEGATO II PMFO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,65592704000146,0.0,0.0,0.0,260663701.53,0.0
TAG SS II FIDC RESPONSABILIDADE LIMITADA,65804305000100,0.0,0.0,0.0,5901789.72,0.0
BRADESCO ELGON FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,66039743000183,0.0,0.0,0.0,10105258.81,0.0
LCM BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66668637000169,0.0,0.0,0.0,63188182.35,0.0
JIVE ALM II FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,66732467000134,0.0,0.0,0.0,220962424.24,0.0
5C FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,66853411000138,0.0,0.0,0.0,1189929.15,0.0
NEO CONSIGNADO PRIVADO FIC FIDC RESP LIMITADA,66857424000185,0.0,0.0,0.0,28959975.68,0.0
AGIBANK SELEÇÃO FIC FIDC - RESPONSABILIDADE LIMITADA,67315973000190,0.0,0.0,0.0,24920142.71,0.0
ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,11888461000169,0.0,0.0,0.0,231966026.93,0.0
SG II A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,18048628000122,0.0,0.0,0.0,552854626.7,0.0
SUL BRASIL BRZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,18168530000109,0.0,0.0,0.0,0.0,
ARPOADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,21254851000130,0.0,0.0,0.0,163622797.73,0.0
MILÊNIO LW 180 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,26718267000102,0.0,0.0,0.0,229078265.66,0.0
TAURUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29306608000120,0.0,0.0,0.0,14558112.36,0.0
CASA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,31770515000102,0.0,0.0,0.0,32554938.89,0.0
STEEL BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32990792000185,0.0,0.0,0.0,0.0,
MERIDIONAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,34027968000123,0.0,0.0,0.0,0.0,
ENGEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,36083015000108,0.0,0.0,0.0,0.0,
G5 FARM II F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,40054294000159,0.0,0.0,0.0,1658897.16,0.0
JPI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42067232000107,0.0,0.0,0.0,50869741.7,0.0
CAMPINAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSA,42533772000139,0.0,0.0,0.0,255969794.62,0.0
VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42827518000143,0.0,0.0,0.0,965774948.8,0.0
ORRAM CORE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43551156000173,0.0,0.0,0.0,689641593.97,0.0
ASSET BANK - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,44585287000134,0.0,0.0,0.0,155178258.73,0.0
MONET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,44585657000133,0.0,0.0,0.0,0.0,
ARISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45101831000198,0.0,0.0,0.0,-108121.88,
LEGALCERT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO - PADRONIZADOS,45899684000143,0.0,0.0,0.0,-34713.39,
OPI MULTISEGMENTO FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,46323185000176,0.0,0.0,0.0,104786434.17,0.0
W CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46437965000147,0.0,0.0,0.0,0.0,
MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA,47117622000168,0.0,0.0,0.0,128796302.02,0.0
COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,47410075000104,0.0,0.0,0.0,108635569.84,0.0
FUNDO DE INVESTIMENTO EM COTAS DE FIDC GUARDIAN I DE RESPONSABILIDADE LIMITADA,49311267000199,0.0,0.0,0.0,357999091.46,0.0
GALAPAGOS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,49726804000161,0.0,0.0,0.0,111596759.86,0.0
FONTANA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,49815732000129,0.0,0.0,0.0,0.0,
CAPITANIA YIELD 120 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50367933000190,0.0,0.0,0.0,498188915.03,0.0
PETUNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50990958000145,0.0,0.0,0.0,1250837.93,0.0
ORRAM 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51364521000169,0.0,0.0,0.0,122833214.12,0.0
BT PROTEIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,52271057000129,0.0,0.0,0.0,0.0,
AGROBIOLÓGICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52953168000115,0.0,0.0,0.0,118843.48,0.0
TFO FERTAGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53042591000126,0.0,0.0,0.0,0.0,
M5 FALCON FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53942302000145,0.0,0.0,0.0,110522098.2,0.0
MAX 90 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55619752000127,0.0,0.0,0.0,8247082.33,0.0
CREDIT SAISON FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56112404000121,0.0,0.0,0.0,66685110.81,0.0
051 CRÉDITO 90 FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56285762000136,0.0,0.0,0.0,37670112.48,0.0
ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA,57535898000110,0.0,0.0,0.0,681351630.98,0.0
TIÊ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,57671724000184,0.0,0.0,0.0,37413309.86,0.0
ADIGITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE  LIMITADA,58114447000171,0.0,0.0,0.0,0.0,
P1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58274981000145,0.0,0.0,0.0,40960297.13,0.0
CORINDON FUNDO DE INVESTIMENTO EM DIREITO CREDITORIOS - RESPONSABILIDADE LIMITADA,58500094000148,0.0,0.0,0.0,0.0,
SOLIS PORTFOLIO CRÉDITO FIC FIDC RESPONSABILIDADE LIMITADA,58525584000107,0.0,0.0,0.0,110787614.72,0.0
MONEE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,58900579000129,0.0,0.0,0.0,3438585492.93,0.0
MEZZO HEALTH FUND FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59695343000160,0.0,0.0,0.0,22761016.92,0.0
LIFT ALFA FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,59765224000137,0.0,0.0,0.0,41945659.77,0.0
PLGN TELCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,60982037000194,0.0,0.0,0.0,65421353.18,0.0
CHIMERA ALTERNATIVE ASSETS XII SR FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESP LIMITADA,61085704000107,0.0,0.0,0.0,188317873.48,0.0
G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS S.O,61373414000150,0.0,0.0,0.0,212523064.42,0.0
MALDIVAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,62803232000135,0.0,0.0,0.0,3576006.04,0.0
JUNTOS FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS RESPONSABILIDADE LIMITADA,63457029000117,0.0,0.0,0.0,1205080.02,0.0
ROSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,63701724000182,0.0,0.0,0.0,0.0,
ULTRA ARTESANAL FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA DE RESP LIMITADA,63902334000170,0.0,0.0,0.0,31532491.2,0.0
ASHER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS  CREDITÓRIOS,64104040000166,0.0,0.0,0.0,7751640.8,0.0
SANTO EXPEDITO FUNDO DE  INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,64291147000160,0.0,0.0,0.0,20191259.71,0.0
VINCI SPS UY3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,64656737000140,0.0,0.0,0.0,29295982.84,0.0
FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30,09584892000190,0.0,0.0,0.0,0.0,
VINCI CRÉDITO E DESENVOLVIMENTO I - FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,12579631000196,0.0,0.0,0.0,89392687.59,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL INVEST DUNAS LP,13633964000119,0.0,0.0,0.0,76832.1,0.0
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS F ACB - FINANCEIRO,14330038000137,0.0,0.0,0.0,2479930.87,0.0
MORE CRÉDITO FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,15585932000110,0.0,0.0,0.0,653996962.08,0.0
ATLAS GLOBAL FIC FIDC MULTISEGMENTOS,17163831000187,0.0,0.0,0.0,58400138.35,0.0
VINCI CRÉDITO ESTRUTURADO SELECTION ADVISORY FIC DE DIREITOS CREDITÓRIOS - RESP LIMITADA,22150467000150,0.0,0.0,0.0,507115878.81,0.0
DUNASPLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS MULTISSETORIAL,24154040000156,0.0,0.0,0.0,0.0,
MERCANTIL FUNDOS DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS CLASSE UNICA FECHADA,24282003000123,0.0,0.0,0.0,118055201.39,0.0
ESMERALDA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,24426716000113,0.0,0.0,0.0,0.0,
RIO DOCE FUNDO DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,26199686000185,0.0,0.0,0.0,0.0,
NEB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,29085410000164,0.0,0.0,0.0,380806.06,0.0
COBUCCIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,29242769000106,0.0,0.0,0.0,1308355355.32,0.0
UNIQUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA,29242992000145,0.0,0.0,0.0,64135808.17,0.0
ALGARVE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,29319754000190,0.0,0.0,0.0,22481.79,0.0
DSX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE DIREITOS CREDITÓRIOS,30144052000100,0.0,0.0,0.0,13218426.58,0.0
SPECIALE CRÉDITO PLUS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,30329393000142,0.0,0.0,0.0,125505496.97,0.0
G5 FINTECH FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,32696765000102,0.0,0.0,0.0,24559875.56,0.0
NOVA CAPITAL FUNDO DE INVESTIMENTO EM QUOTAS FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS,33632618000123,0.0,0.0,0.0,65768736.74,0.0
